Name,ID,Department,Age,Nationality,Check-In Time,Check-Out Time,Schedule Starting Hour,Schedule Ending Hour,Status,Date,Early Check-In,Late Check-In,Early Check-Out,Late Check-Out,targeted_productivity,smv,wip,over_time,incentive,idle_time,actual_productivity
Rodney Martin PhD,6415,Data,58,UK,8:50:00,17:56:00,9:00:00,17:00:00,Present,21/01/2023,True,False,False,True,0.8188106705422502,8.058050976750193,7,42,136,11,0.7562758646909862
Rodney Martin PhD,6415,Data,58,UK,8:00:00,17:03:00,9:00:00,17:00:00,Present,22/01/2023,True,False,False,True,0.8769398369886792,9.526346945687798,7,55,29,29,0.6404145407598176
Rodney Martin PhD,6415,Data,58,UK,,,9:00:00,17:00:00,Absent,23/01/2023,,,,,0.8267232566348308,10.623494320531135,3,46,188,24,0.7534725369867042
Rodney Martin PhD,6415,Data,58,UK,,,9:00:00,17:00:00,Absent,24/01/2023,,,,,0.89164712984824,8.218492419823908,6,30,55,11,0.6067903515693397
Rodney Martin PhD,6415,Data,58,UK,,,9:00:00,17:00:00,Absent,25/01/2023,,,,,0.878369814617315,8.668369286495619,4,19,82,17,0.7692617794572438
Rodney Martin PhD,6415,Data,58,UK,,,9:00:00,17:00:00,Absent,26/01/2023,,,,,0.79106997769939,9.945971803602795,2,32,147,17,0.7609546464423401
Rodney Martin PhD,6415,Data,58,UK,8:20:00,16:33:00,9:00:00,17:00:00,Present,27/01/2023,True,False,True,False,0.8123453748082622,8.62159469205161,2,29,19,16,0.7888795530117767
Rodney Martin PhD,6415,Data,58,UK,8:20:00,16:33:00,9:00:00,17:00:00,Present,28/01/2023,True,False,True,False,0.7591159892701156,10.318049498854295,0,53,125,6,0.6521769205387663
Rodney Martin PhD,6415,Data,58,UK,8:20:00,16:33:00,9:00:00,17:00:00,Present,29/01/2023,True,False,True,False,0.7047260235450136,11.517106502342662,0,16,16,28,0.6982264201048968
Rodney Martin PhD,6415,Data,58,UK,8:20:00,16:33:00,9:00:00,17:00:00,Present,30/01/2023,True,False,True,False,0.7706825311296128,8.141007837683627,6,4,162,0,0.7840802030344125
Rodney Martin PhD,6415,Data,58,UK,8:20:00,16:33:00,9:00:00,17:00:00,Present,31/01/2023,True,False,True,False,0.7401286383887681,10.09246051810796,2,18,46,27,0.776397123351412
Rodney Martin PhD,6415,Data,58,UK,9:09:00,16:38:00,9:00:00,17:00:00,Present,01/02/2023,False,True,True,False,0.7981983674374302,9.122040655971176,7,3,178,22,0.7153866208174198
Rodney Martin PhD,6415,Data,58,UK,9:09:00,16:38:00,9:00:00,17:00:00,Present,02/02/2023,True,False,True,False,0.8409137434122914,9.770463105511762,8,51,130,1,0.6149742713838346
Rodney Martin PhD,6415,Data,58,UK,9:25:00,16:36:00,9:00:00,17:00:00,Present,03/02/2023,False,True,True,False,0.8082344660449112,8.492103468050283,3,44,22,24,0.6358582566297046
Rodney Martin PhD,6415,Data,58,UK,9:25:00,16:36:00,9:00:00,17:00:00,Present,04/02/2023,True,False,True,False,0.8505449594464827,11.203668422718097,9,34,99,6,0.6023626167311167
Rodney Martin PhD,6415,Data,58,UK,9:59:00,16:27:00,9:00:00,17:00:00,Present,05/02/2023,False,True,True,False,0.7706340048094301,9.553736443741705,5,3,143,19,0.7007374018683541
Rodney Martin PhD,6415,Data,58,UK,9:15:00,17:14:00,9:00:00,17:00:00,Present,06/02/2023,False,True,False,True,0.8035256073439411,10.916806452750066,6,31,151,6,0.6240623109232485
Rodney Martin PhD,6415,Data,58,UK,9:15:00,17:14:00,9:00:00,17:00:00,Present,07/02/2023,True,False,True,False,0.7923187915321288,9.5028811596702,2,49,24,9,0.6802918049242535
Rodney Martin PhD,6415,Data,58,UK,9:15:00,17:14:00,9:00:00,17:00:00,Present,08/02/2023,True,False,True,False,0.8306660909225558,11.573770024677147,0,24,15,13,0.6252518963134123
Rodney Martin PhD,6415,Data,58,UK,9:15:00,17:14:00,9:00:00,17:00:00,Present,09/02/2023,True,False,True,False,0.8184575144912174,11.067983685663409,3,32,48,24,0.6751897164712541
Rodney Martin PhD,6415,Data,58,UK,9:15:00,17:14:00,9:00:00,17:00:00,Present,10/02/2023,True,False,True,False,0.8276609052923823,10.42361791168891,8,10,70,20,0.7890904138409318
Rodney Martin PhD,6415,Data,58,UK,9:15:00,17:14:00,9:00:00,17:00:00,Present,11/02/2023,True,False,True,False,0.7749174367687706,10.96241838414359,8,57,197,2,0.7021099890696543
Rodney Martin PhD,6415,Data,58,UK,9:56:00,16:04:00,9:00:00,17:00:00,Present,12/02/2023,False,True,True,False,0.7823084384586491,9.324084921207675,8,42,180,22,0.7838442973430055
Rodney Martin PhD,6415,Data,58,UK,8:26:00,17:32:00,9:00:00,17:00:00,Present,13/02/2023,True,False,False,True,0.8192170736061344,11.724142525202627,5,5,7,24,0.7493809680417031
Rodney Martin PhD,6415,Data,58,UK,8:26:00,17:32:00,9:00:00,17:00:00,Present,14/02/2023,True,False,True,False,0.7566165415280933,8.625920576052021,5,15,73,16,0.7541675232995952
Rodney Martin PhD,6415,Data,58,UK,8:26:00,17:32:00,9:00:00,17:00:00,Present,15/02/2023,True,False,True,False,0.8095464185730208,9.139194038887654,2,12,83,26,0.7375218516947639
Rodney Martin PhD,6415,Data,58,UK,9:06:00,16:17:00,9:00:00,17:00:00,Present,16/02/2023,False,True,True,False,0.8935659740140476,8.79768407117574,4,14,108,4,0.7867930901860836
Rodney Martin PhD,6415,Data,58,UK,8:39:00,17:36:00,9:00:00,17:00:00,Present,17/02/2023,True,False,False,True,0.7597961286799892,10.204914915137817,8,13,15,2,0.6402942914011844
Rodney Martin PhD,6415,Data,58,UK,8:39:00,17:36:00,9:00:00,17:00:00,Present,18/02/2023,True,False,True,False,0.8081070362389269,9.788320908532008,7,58,56,10,0.7377152130585481
Rodney Martin PhD,6415,Data,58,UK,8:39:00,17:36:00,9:00:00,17:00:00,Present,19/02/2023,True,False,True,False,0.7474706490643653,10.629605840020002,7,45,62,13,0.7789732557285282
Rodney Martin PhD,6415,Data,58,UK,9:30:00,16:51:00,9:00:00,17:00:00,Present,20/02/2023,False,True,True,False,0.7189297057370118,10.524849709472594,2,17,184,18,0.7842551100595118
Rodney Martin PhD,6415,Data,58,UK,9:48:00,16:30:00,9:00:00,17:00:00,Present,21/02/2023,False,True,True,False,0.8167270319678295,10.978094770886802,8,42,47,17,0.7414796711477352
Rodney Martin PhD,6415,Data,58,UK,9:52:00,16:53:00,9:00:00,17:00:00,Present,22/02/2023,False,True,True,False,0.8457648805008009,11.35505898651645,0,51,89,28,0.6373534634891871
Rodney Martin PhD,6415,Data,58,UK,9:12:00,16:54:00,9:00:00,17:00:00,Present,23/02/2023,False,True,True,False,0.7058000047432977,8.18438042683553,7,27,175,11,0.7271390846492767
Rodney Martin PhD,6415,Data,58,UK,9:12:00,16:54:00,9:00:00,17:00:00,Present,24/02/2023,True,False,True,False,0.7728409128852523,8.010527095512776,7,48,157,22,0.7890250489988007
Rodney Martin PhD,6415,Data,58,UK,8:13:00,17:53:00,9:00:00,17:00:00,Present,25/02/2023,True,False,False,True,0.7262564046974683,11.087219520819284,2,35,130,16,0.7933473205785984
Rodney Martin PhD,6415,Data,58,UK,8:24:00,16:59:00,9:00:00,17:00:00,Present,26/02/2023,True,False,True,False,0.7917832346790133,11.268902139394608,9,35,178,24,0.6929457018877758
Rodney Martin PhD,6415,Data,58,UK,9:52:00,17:21:00,9:00:00,17:00:00,Present,27/02/2023,False,True,False,True,0.8874979277725501,10.332220030537691,7,35,160,3,0.7946379077660077
Rodney Martin PhD,6415,Data,58,UK,9:52:00,17:21:00,9:00:00,17:00:00,Present,28/02/2023,True,False,True,False,0.8246600010780584,8.70021325954476,1,53,152,25,0.7614552425671577
Rodney Martin PhD,6415,Data,58,UK,9:14:00,17:07:00,9:00:00,17:00:00,Present,01/03/2023,False,True,False,True,0.760130113560992,10.338569592528698,9,17,35,15,0.7758063913234711
Rodney Martin PhD,6415,Data,58,UK,9:14:00,17:07:00,9:00:00,17:00:00,Present,02/03/2023,True,False,True,False,0.8380038450443072,11.750023015884926,7,29,160,24,0.6674826260473815
Rodney Martin PhD,6415,Data,58,UK,9:58:00,17:58:00,9:00:00,17:00:00,Present,03/03/2023,False,True,False,True,0.8526549157000063,10.64093861560066,9,21,171,24,0.6699526188611675
Rodney Martin PhD,6415,Data,58,UK,9:58:00,17:58:00,9:00:00,17:00:00,Present,04/03/2023,True,False,True,False,0.8640737465218234,10.512294051824117,0,43,37,3,0.7460841654724123
Rodney Martin PhD,6415,Data,58,UK,9:58:00,17:58:00,9:00:00,17:00:00,Present,05/03/2023,True,False,True,False,0.7431946603345715,10.976778762329268,9,1,106,13,0.749228613862468
Rodney Martin PhD,6415,Data,58,UK,9:58:00,17:58:00,9:00:00,17:00:00,Present,06/03/2023,True,False,True,False,0.7543926521594392,8.254658920999008,7,10,133,22,0.7015081673786312
Rodney Martin PhD,6415,Data,58,UK,8:36:00,17:17:00,9:00:00,17:00:00,Present,07/03/2023,True,False,False,True,0.8939547224384794,8.757066977055946,5,10,45,20,0.6947476716237954
Rodney Martin PhD,6415,Data,58,UK,8:36:00,17:17:00,9:00:00,17:00:00,Present,08/03/2023,True,False,True,False,0.8790042381168501,11.578177844765463,6,22,46,26,0.637919475177271
Rodney Martin PhD,6415,Data,58,UK,8:47:00,17:51:00,9:00:00,17:00:00,Present,09/03/2023,True,False,False,True,0.8004070700223597,10.559313621085575,9,48,23,6,0.663295787293044
Rodney Martin PhD,6415,Data,58,UK,8:47:00,17:51:00,9:00:00,17:00:00,Present,10/03/2023,True,False,True,False,0.772396902840918,11.888047497432634,3,41,16,14,0.7825098795654413
Rodney Martin PhD,6415,Data,58,UK,8:56:00,17:13:00,9:00:00,17:00:00,Present,11/03/2023,True,False,False,True,0.8838648573375569,9.029815748121857,6,18,89,8,0.6321601050566491
Rodney Martin PhD,6415,Data,58,UK,8:56:00,17:13:00,9:00:00,17:00:00,Present,12/03/2023,True,False,True,False,0.7567578933163333,10.520753374884872,7,37,175,20,0.6495084159585167
Rodney Martin PhD,6415,Data,58,UK,8:30:00,16:39:00,9:00:00,17:00:00,Present,13/03/2023,True,False,True,False,0.8777495664302096,9.530366264090793,9,23,138,9,0.707026222619813
Rodney Martin PhD,6415,Data,58,UK,9:52:00,17:21:00,9:00:00,17:00:00,Present,14/03/2023,False,True,False,True,0.8177445760600631,11.285458470629028,3,36,116,24,0.7421775580513945
Rodney Martin PhD,6415,Data,58,UK,9:52:00,17:21:00,9:00:00,17:00:00,Present,15/03/2023,True,False,True,False,0.7132453871800387,8.440806868146648,0,56,5,1,0.6468778977567373
Rodney Martin PhD,6415,Data,58,UK,8:33:00,17:24:00,9:00:00,17:00:00,Present,16/03/2023,True,False,False,True,0.7862394363205735,8.042368632576721,6,39,17,29,0.7292766424838403
Rodney Martin PhD,6415,Data,58,UK,8:33:00,17:24:00,9:00:00,17:00:00,Present,17/03/2023,True,False,True,False,0.8132462830676932,10.389611562307248,9,42,64,10,0.7155331466648465
Rodney Martin PhD,6415,Data,58,UK,8:33:00,17:24:00,9:00:00,17:00:00,Present,18/03/2023,True,False,True,False,0.7742208232602688,10.072054879800994,7,34,156,9,0.7621513896715437
Rodney Martin PhD,6415,Data,58,UK,8:40:00,17:40:00,9:00:00,17:00:00,Present,19/03/2023,True,False,False,True,0.724180150760685,9.004734825290601,6,26,83,8,0.6060273209957209
Rodney Martin PhD,6415,Data,58,UK,8:15:00,17:41:00,9:00:00,17:00:00,Present,20/03/2023,True,False,False,True,0.7273454018240266,8.977790898078036,3,25,70,22,0.6034179904606699
Rodney Martin PhD,6415,Data,58,UK,8:47:00,16:03:00,9:00:00,17:00:00,Present,21/03/2023,True,False,True,False,0.8864655468198279,10.890852658439163,8,19,93,12,0.7329306495208316
Rodney Martin PhD,6415,Data,58,UK,8:25:00,16:50:00,9:00:00,17:00:00,Present,22/03/2023,True,False,True,False,0.8670938661425482,8.433573507986175,2,4,39,0,0.6178809214033119
Rodney Martin PhD,6415,Data,58,UK,8:49:00,17:49:00,9:00:00,17:00:00,Present,23/03/2023,True,False,False,True,0.8413381716598334,11.422655013200945,5,8,186,13,0.7810511461165628
Rodney Martin PhD,6415,Data,58,UK,9:37:00,17:09:00,9:00:00,17:00:00,Present,24/03/2023,False,True,False,True,0.7140978378454413,10.900462599504191,5,11,61,13,0.6652548003905525
Rodney Martin PhD,6415,Data,58,UK,9:37:00,17:09:00,9:00:00,17:00:00,Present,25/03/2023,True,False,True,False,0.8902586940562309,10.277641893070031,2,15,40,18,0.6861794205650396
Rodney Martin PhD,6415,Data,58,UK,9:37:00,17:09:00,9:00:00,17:00:00,Present,26/03/2023,True,False,True,False,0.8488068009566664,8.404275661580044,8,1,61,18,0.7694441998883449
Rodney Martin PhD,6415,Data,58,UK,9:51:00,17:20:00,9:00:00,17:00:00,Present,27/03/2023,False,True,False,True,0.8355912190979217,11.654371695491111,6,55,148,12,0.6423743458755724
Rodney Martin PhD,6415,Data,58,UK,8:54:00,16:06:00,9:00:00,17:00:00,Present,28/03/2023,True,False,True,False,0.792095034231165,11.420991343268142,4,45,180,12,0.6738255294286324
Rodney Martin PhD,6415,Data,58,UK,8:54:00,16:06:00,9:00:00,17:00:00,Present,29/03/2023,True,False,True,False,0.7838906385345001,9.3117362268291,5,14,6,23,0.777615184083506
Rodney Martin PhD,6415,Data,58,UK,9:57:00,17:47:00,9:00:00,17:00:00,Present,30/03/2023,False,True,False,True,0.7982000453052539,10.668574206069492,0,5,136,16,0.658653731424053
Rodney Martin PhD,6415,Data,58,UK,9:57:00,17:47:00,9:00:00,17:00:00,Present,31/03/2023,True,False,True,False,0.7304592465482571,11.490790973953633,6,42,48,6,0.6254290309890622
Rodney Martin PhD,6415,Data,58,UK,9:57:00,17:47:00,9:00:00,17:00:00,Present,01/04/2023,True,False,True,False,0.7915573014279988,8.685090258317171,7,18,155,12,0.6601771534488654
Rodney Martin PhD,6415,Data,58,UK,9:57:00,17:47:00,9:00:00,17:00:00,Present,02/04/2023,True,False,True,False,0.7682834196864268,11.844289243326163,6,28,16,14,0.7565667163787856
Rodney Martin PhD,6415,Data,58,UK,8:45:00,16:14:00,9:00:00,17:00:00,Present,03/04/2023,True,False,True,False,0.710914436516011,10.472606967120642,9,43,191,1,0.613511007968912
Rodney Martin PhD,6415,Data,58,UK,8:45:00,16:14:00,9:00:00,17:00:00,Present,04/04/2023,True,False,True,False,0.8752590359909457,9.040815785486503,9,15,9,10,0.6684088189908965
Rodney Martin PhD,6415,Data,58,UK,8:35:00,17:05:00,9:00:00,17:00:00,Present,05/04/2023,True,False,False,True,0.8228579553922822,8.318581122169293,9,2,187,3,0.7104839864478596
Rodney Martin PhD,6415,Data,58,UK,8:15:00,16:12:00,9:00:00,17:00:00,Present,06/04/2023,True,False,True,False,0.8699341111973692,10.49475977209863,2,28,148,4,0.6854547366647341
Rodney Martin PhD,6415,Data,58,UK,8:15:00,16:12:00,9:00:00,17:00:00,Present,07/04/2023,True,False,True,False,0.825505698671176,11.330178474440531,1,1,199,6,0.6390745320813214
Rodney Martin PhD,6415,Data,58,UK,8:15:00,16:12:00,9:00:00,17:00:00,Present,08/04/2023,True,False,True,False,0.8270457732630849,10.929185582436109,9,11,81,9,0.7260558525899914
Rodney Martin PhD,6415,Data,58,UK,8:15:00,16:12:00,9:00:00,17:00:00,Present,09/04/2023,True,False,True,False,0.7422738495765953,9.123079293507981,6,7,176,27,0.6299129851032245
Rodney Martin PhD,6415,Data,58,UK,8:15:00,16:12:00,9:00:00,17:00:00,Present,10/04/2023,True,False,True,False,0.7468433439075242,11.845839122966964,4,8,88,16,0.7363476929636239
Rodney Martin PhD,6415,Data,58,UK,9:07:00,16:52:00,9:00:00,17:00:00,Present,11/04/2023,False,True,True,False,0.8663292087618661,9.86192487189576,1,27,37,29,0.7415159239943457
Rodney Martin PhD,6415,Data,58,UK,8:00:00,16:39:00,9:00:00,17:00:00,Present,12/04/2023,True,False,True,False,0.8895856028355451,8.56612688012255,9,48,30,17,0.6196454272517831
Rodney Martin PhD,6415,Data,58,UK,8:00:00,16:39:00,9:00:00,17:00:00,Present,13/04/2023,True,False,True,False,0.7033609290166332,11.837591397790066,1,33,6,27,0.653594445655593
Rodney Martin PhD,6415,Data,58,UK,8:24:00,17:39:00,9:00:00,17:00:00,Present,14/04/2023,True,False,False,True,0.8781815501072444,10.385520685448723,2,22,117,28,0.722987245890744
Rodney Martin PhD,6415,Data,58,UK,8:24:00,17:39:00,9:00:00,17:00:00,Present,15/04/2023,True,False,True,False,0.7587617952653686,11.90913724685663,6,55,13,13,0.7815030454992723
Rodney Martin PhD,6415,Data,58,UK,8:24:00,17:39:00,9:00:00,17:00:00,Present,16/04/2023,True,False,True,False,0.7546281037154132,9.641532057285087,1,32,170,11,0.7648764800457281
Rodney Martin PhD,6415,Data,58,UK,8:24:00,17:39:00,9:00:00,17:00:00,Present,17/04/2023,True,False,True,False,0.8401686877794834,11.493160033063733,0,51,153,19,0.6193542014460552
Rodney Martin PhD,6415,Data,58,UK,8:24:00,17:39:00,9:00:00,17:00:00,Present,18/04/2023,True,False,True,False,0.8075718765048662,11.47554760389508,0,33,25,0,0.7465021830191197
Rodney Martin PhD,6415,Data,58,UK,8:24:00,17:39:00,9:00:00,17:00:00,Present,19/04/2023,True,False,True,False,0.729365025621873,11.12843321803129,6,22,56,14,0.7843109964233657
Rodney Martin PhD,6415,Data,58,UK,8:24:00,17:39:00,9:00:00,17:00:00,Present,20/04/2023,True,False,True,False,0.878380309118714,8.051090371767037,8,29,81,5,0.7368484910749472
Rodney Martin PhD,6415,Data,58,UK,8:24:00,17:39:00,9:00:00,17:00:00,Present,21/04/2023,True,False,True,False,0.7222604592216592,9.485864090757877,1,39,112,18,0.7239201081386811
Rodney Martin PhD,6415,Data,58,UK,9:32:00,16:38:00,9:00:00,17:00:00,Present,22/04/2023,False,True,True,False,0.756042532010891,10.504731056327259,1,56,123,14,0.6894115959792553
Rodney Martin PhD,6415,Data,58,UK,9:26:00,17:48:00,9:00:00,17:00:00,Present,23/04/2023,False,True,False,True,0.8594162772376145,10.814209824960246,7,47,84,29,0.7102685251687302
Rodney Martin PhD,6415,Data,58,UK,8:18:00,16:37:00,9:00:00,17:00:00,Present,24/04/2023,True,False,True,False,0.7408911765750044,10.6449679205915,0,51,134,29,0.6184276853832953
Rodney Martin PhD,6415,Data,58,UK,8:04:00,17:25:00,9:00:00,17:00:00,Present,25/04/2023,True,False,False,True,0.7513026517269473,8.778049300241667,7,43,68,20,0.6342220970555471
Rodney Martin PhD,6415,Data,58,UK,9:57:00,17:20:00,9:00:00,17:00:00,Present,26/04/2023,False,True,False,True,0.836046328370116,10.011641763279822,1,14,173,27,0.620148944066612
Rodney Martin PhD,6415,Data,58,UK,8:26:00,16:14:00,9:00:00,17:00:00,Present,27/04/2023,True,False,True,False,0.8383362551276254,9.220911003135758,9,43,161,25,0.692621446166522
Rodney Martin PhD,6415,Data,58,UK,9:55:00,17:45:00,9:00:00,17:00:00,Present,28/04/2023,False,True,False,True,0.8049436251809805,9.66046496611672,3,32,181,17,0.6828101430820034
Rodney Martin PhD,6415,Data,58,UK,9:55:00,17:45:00,9:00:00,17:00:00,Present,29/04/2023,True,False,True,False,0.8867681080974901,8.438320517169565,6,12,50,14,0.7659377887582912
Rodney Martin PhD,6415,Data,58,UK,9:54:00,16:50:00,9:00:00,17:00:00,Present,30/04/2023,False,True,True,False,0.7136121759078612,8.73557214071295,0,30,83,16,0.7195946872105675
Rodney Martin PhD,6415,Data,58,UK,9:54:00,16:50:00,9:00:00,17:00:00,Present,01/05/2023,True,False,True,False,0.8668938269681398,9.48435626347857,1,32,39,24,0.604233906320355
Rodney Martin PhD,6415,Data,58,UK,9:54:00,16:50:00,9:00:00,17:00:00,Present,02/05/2023,True,False,True,False,0.7956527206037507,8.606870900382793,2,4,35,13,0.6889787301562365
Rodney Martin PhD,6415,Data,58,UK,9:21:00,17:08:00,9:00:00,17:00:00,Present,03/05/2023,False,True,False,True,0.8837975834543568,11.437891391623602,0,8,198,29,0.6381661097644018
Rodney Martin PhD,6415,Data,58,UK,8:38:00,17:56:00,9:00:00,17:00:00,Present,04/05/2023,True,False,False,True,0.7635522279785601,8.573028744982157,3,55,196,29,0.7862272234559312
Rodney Martin PhD,6415,Data,58,UK,9:13:00,16:09:00,9:00:00,17:00:00,Present,05/05/2023,False,True,True,False,0.8050615632039364,10.23620630585463,3,31,156,4,0.6636998947244223
Rodney Martin PhD,6415,Data,58,UK,9:13:00,16:09:00,9:00:00,17:00:00,Present,06/05/2023,True,False,True,False,0.7986277697485124,8.317385188643424,7,20,125,28,0.6592722013550086
Rodney Martin PhD,6415,Data,58,UK,9:13:00,16:09:00,9:00:00,17:00:00,Present,07/05/2023,True,False,True,False,0.7494700728198754,11.23595454228236,9,40,11,23,0.7530625719552622
Rodney Martin PhD,6415,Data,58,UK,9:13:00,16:09:00,9:00:00,17:00:00,Present,08/05/2023,True,False,True,False,0.7655029853014712,8.997214042329825,2,15,8,13,0.6217236498711598
Rodney Martin PhD,6415,Data,58,UK,8:50:00,16:02:00,9:00:00,17:00:00,Present,09/05/2023,True,False,True,False,0.8536844228316836,8.857693683732549,7,57,64,12,0.7197797427746113
Rodney Martin PhD,6415,Data,58,UK,8:45:00,16:33:00,9:00:00,17:00:00,Present,10/05/2023,True,False,True,False,0.8055203003180234,8.192863636285436,6,54,39,7,0.6560728243501519
Rodney Martin PhD,6415,Data,58,UK,8:35:00,16:25:00,9:00:00,17:00:00,Present,11/05/2023,True,False,True,False,0.7615714620414649,11.286805627894765,3,30,130,28,0.6754630713846832
Rodney Martin PhD,6415,Data,58,UK,8:20:00,17:25:00,9:00:00,17:00:00,Present,12/05/2023,True,False,False,True,0.779412062249435,10.031328127899794,2,8,52,3,0.6548783430644671
Rodney Martin PhD,6415,Data,58,UK,8:20:00,17:25:00,9:00:00,17:00:00,Present,13/05/2023,True,False,True,False,0.7592026972430796,10.357116220353936,8,49,198,4,0.6966578950769786
Rodney Martin PhD,6415,Data,58,UK,8:16:00,17:58:00,9:00:00,17:00:00,Present,14/05/2023,True,False,False,True,0.7767077551979721,8.942458996269277,2,18,140,5,0.6065133706642513
Rodney Martin PhD,6415,Data,58,UK,8:17:00,16:46:00,9:00:00,17:00:00,Present,15/05/2023,True,False,True,False,0.7355313608546399,9.39315155979677,5,19,67,9,0.6968081429819755
Rodney Martin PhD,6415,Data,58,UK,8:17:00,16:46:00,9:00:00,17:00:00,Present,16/05/2023,True,False,True,False,0.7522683811750898,9.01228231037026,2,52,63,15,0.6137781527152817
Rodney Martin PhD,6415,Data,58,UK,8:17:00,16:46:00,9:00:00,17:00:00,Present,17/05/2023,True,False,True,False,0.8620582960922398,9.344760019808898,9,45,66,27,0.7652375545079465
Rodney Martin PhD,6415,Data,58,UK,9:05:00,17:59:00,9:00:00,17:00:00,Present,18/05/2023,False,True,False,True,0.8331244330191414,9.825669975811918,4,37,3,0,0.7610533489810333
Rodney Martin PhD,6415,Data,58,UK,9:16:00,17:34:00,9:00:00,17:00:00,Present,19/05/2023,False,True,False,True,0.7954501905155753,10.346074387330969,9,21,93,12,0.6126677641800913
Rodney Martin PhD,6415,Data,58,UK,9:27:00,16:06:00,9:00:00,17:00:00,Present,20/05/2023,False,True,True,False,0.7156900965531058,9.043510695132904,3,49,180,14,0.6940990021000586
Rodney Martin PhD,6415,Data,58,UK,8:31:00,17:54:00,9:00:00,17:00:00,Present,21/05/2023,True,False,False,True,0.808961925776312,9.127790907595866,5,48,183,5,0.7155746538450771
Rodney Martin PhD,6415,Data,58,UK,8:31:00,17:54:00,9:00:00,17:00:00,Present,22/05/2023,True,False,True,False,0.7958263865398147,10.223257808421598,2,48,6,26,0.7349539167911041
